#group,false,false,false,false,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_time,_value,_field,_measurement,code,crypto,description,symbol
,,0,2023-08-31T13:23:00Z,26467.8959,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T13:33:00Z,26450.2075,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T13:47:00Z,26450.8296,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T14:04:00Z,26466.5173,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T14:20:00Z,26397.8847,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T14:33:00Z,26436.7133,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T14:47:00Z,26431.4299,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T15:04:00Z,26457.1551,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T15:20:00Z,26445.9689,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T15:33:00Z,26435.311,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T15:47:00Z,26248.1873,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T16:04:00Z,26225.1146,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T16:22:00Z,26142.7714,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T16:34:00Z,25886.6437,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T16:47:00Z,25753.3026,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T17:04:00Z,25633.1082,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T17:20:00Z,25613.2405,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T17:33:00Z,25663.64,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T17:47:00Z,25635.0989,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T18:04:00Z,25660.1796,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T18:22:00Z,25633.4075,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T18:32:00Z,25627.7917,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T18:47:00Z,25568.0032,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T19:03:00Z,25621.985,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T19:17:00Z,25506.8863,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T19:32:00Z,25534.9375,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T19:47:00Z,25556.407,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T20:04:00Z,25441.1669,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T20:19:00Z,25449.6591,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T20:33:00Z,25493.179,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T20:48:00Z,25423.0834,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T21:03:00Z,25347.224,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T21:18:00Z,25293.5673,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T21:32:00Z,25265.4031,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T21:47:00Z,25289.0002,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T22:03:00Z,25323.7917,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T22:20:00Z,25332.2009,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T22:32:00Z,25327.9719,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T22:47:00Z,25328.7848,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T23:04:00Z,25369.592,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T23:19:00Z,25332.1727,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T23:33:00Z,25306.3116,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-08-31T23:47:00Z,25285.6439,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T00:18:00Z,25349.6866,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T00:47:00Z,25384.5781,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T01:27:00Z,25315.0757,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T01:51:00Z,25318.5859,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T02:11:00Z,25318.4635,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T02:25:00Z,25341.4777,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T02:35:00Z,25367.379,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T02:47:00Z,25400.9815,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T03:04:00Z,25378.8972,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T03:19:00Z,25385.3738,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T03:33:00Z,25387.7269,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T03:48:00Z,25407.3742,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T04:04:00Z,25409.523,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T04:21:00Z,25392.5405,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T04:33:00Z,25371.8669,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T04:47:00Z,25364.6783,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T05:04:00Z,25358.8219,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T05:20:00Z,25353.4406,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T05:32:00Z,25347.4594,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T05:47:00Z,25369.789,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T06:04:00Z,25369.8796,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T06:22:00Z,25366.5411,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T06:33:00Z,25341.4354,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T06:47:00Z,25344.8778,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T07:04:00Z,25331.1888,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T07:18:00Z,25336.429,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T07:32:00Z,25305.0716,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T07:47:00Z,25322.6006,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T08:04:00Z,25325.6832,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T08:22:00Z,25311.5057,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T08:33:00Z,25303.2089,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T08:47:00Z,25309.8305,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T09:04:00Z,25315.8101,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T09:19:00Z,25363.7496,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T09:32:00Z,25347.8842,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T09:48:00Z,25340.9253,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T10:04:00Z,25365.9774,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T10:21:00Z,25371.7092,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T10:32:00Z,25345.6072,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T10:47:00Z,25334.5611,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T11:03:00Z,25356.2337,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T11:18:00Z,25337.8529,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T11:32:00Z,25333.3962,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T11:47:00Z,25381.3988,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T12:05:00Z,25405.8095,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T12:24:00Z,25460.6732,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T12:39:00Z,25369.0225,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T12:51:00Z,25323.5061,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T13:04:00Z,25356.1232,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T13:21:00Z,25341.3768,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T13:32:00Z,25325.1567,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T13:47:00Z,25284.4936,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T14:03:00Z,25339.0689,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T14:20:00Z,25289.7481,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T14:33:00Z,25221.1691,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T14:47:00Z,25175.8247,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T15:04:00Z,25012.2177,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T15:19:00Z,25224.4842,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T15:33:00Z,25286.8155,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T15:47:00Z,25169.8214,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T16:04:00Z,25150.4004,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T16:22:00Z,25154.0704,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T16:34:00Z,25265.9347,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T16:47:00Z,25153.8835,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T17:04:00Z,25097.1042,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T17:20:00Z,24989.3268,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T17:33:00Z,24779.3279,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T17:47:00Z,24794.8269,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T18:04:00Z,24814.1297,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T18:21:00Z,24825.7553,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T18:33:00Z,24845.3688,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T18:47:00Z,25056.396,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T19:03:00Z,24983.3054,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T19:17:00Z,24953.2466,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T19:32:00Z,24992.8876,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T19:47:00Z,24945.8576,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T20:04:00Z,24959.1986,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T20:19:00Z,25016.2084,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T20:33:00Z,25214.9797,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T20:47:00Z,25088.2411,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T21:03:00Z,25088.7892,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T21:18:00Z,25141.4201,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T21:32:00Z,25070.1911,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T21:48:00Z,25096.055,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T22:03:00Z,25125.3517,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T22:20:00Z,25147.6476,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T22:33:00Z,25112.7238,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T22:47:00Z,25150.6795,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T23:03:00Z,25110.9262,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T23:18:00Z,25124.1397,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T23:33:00Z,25136.9356,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-01T23:47:00Z,25156.0251,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T00:15:00Z,25145.2804,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T00:47:00Z,25147.8691,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T01:22:00Z,25133.0338,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T01:45:00Z,25138.4973,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T02:06:00Z,25110.4934,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T02:20:00Z,25104.7739,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T02:33:00Z,25114.0673,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T02:48:00Z,25116.7629,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T03:04:00Z,25116.294,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T03:19:00Z,25105.2484,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T03:32:00Z,25105.1226,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T03:47:00Z,25136.1373,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T04:04:00Z,25129.3814,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T04:21:00Z,25130.2367,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T04:33:00Z,25099.2883,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T04:47:00Z,25106.2345,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T05:04:00Z,25118.5693,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T05:20:00Z,25146.2496,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T05:32:00Z,25161.9018,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T05:47:00Z,25140.2013,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T06:04:00Z,25164.5609,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T06:21:00Z,25146.4587,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T06:33:00Z,25143.1098,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T06:48:00Z,25132.4714,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T07:04:00Z,25116.6358,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T07:17:00Z,25135.6246,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T07:32:00Z,25132.2766,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T07:47:00Z,25147.5605,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T08:04:00Z,25125.7152,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T08:20:00Z,25122.9012,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T08:32:00Z,25122.2552,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T08:47:00Z,25131.6416,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T09:04:00Z,25124.4804,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T09:18:00Z,25143.0111,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T09:32:00Z,25141.4592,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T09:47:00Z,25157.1755,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T10:03:00Z,25152.3712,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T10:20:00Z,25171.658,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T10:33:00Z,25164.8764,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T10:47:00Z,25187.811,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T11:03:00Z,25178.6882,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T11:17:00Z,25185.0187,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T11:32:00Z,25169.6149,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T11:47:00Z,25147.2825,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T12:04:00Z,25164.9546,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T12:23:00Z,25166.5912,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T12:38:00Z,25149.7515,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T12:50:00Z,25152.4626,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T13:03:00Z,25153.4321,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T13:19:00Z,25127.5133,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T13:32:00Z,25161.5388,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T13:47:00Z,25170.5655,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T14:03:00Z,25167.0537,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T14:19:00Z,25171.2546,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T14:32:00Z,25161.1362,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T14:47:00Z,25216.176,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T15:04:00Z,25213.1838,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T15:18:00Z,25272.7519,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T15:32:00Z,25270.2267,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T15:47:00Z,25255.6727,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T16:04:00Z,25235.3451,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T16:21:00Z,25253.6409,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T16:32:00Z,25208.1079,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T16:47:00Z,25207.4032,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T17:03:00Z,25202.1062,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T17:19:00Z,25207.0819,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T17:33:00Z,25199.9978,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T17:47:00Z,25169.7242,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T18:04:00Z,25156.548,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T18:21:00Z,25114.6074,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T18:32:00Z,25120.234,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T18:47:00Z,25145.342,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T19:03:00Z,25143.0231,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T19:17:00Z,25156.8552,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T19:32:00Z,25163.029,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T19:47:00Z,25173.0837,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T20:04:00Z,25162.6867,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T20:18:00Z,25181.6555,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T20:32:00Z,25174.335,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T20:47:00Z,25178.1079,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T21:03:00Z,25187.4976,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T21:17:00Z,25205.8842,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T21:33:00Z,25211.707,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T21:47:00Z,25212.587,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T22:03:00Z,25194.601,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T22:19:00Z,25200.5324,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T22:32:00Z,25195.2373,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T22:47:00Z,25197.7024,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T23:04:00Z,25205.1357,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T23:18:00Z,25230.2955,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T23:32:00Z,25227.0246,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-02T23:47:00Z,25211.9061,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T00:17:00Z,25212.1585,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T00:47:00Z,25196.9088,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T01:26:00Z,25232.2581,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T01:49:00Z,25205.4776,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T02:09:00Z,25204.103,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T02:22:00Z,25217.3484,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T02:32:00Z,25221.4844,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T02:47:00Z,25214.6904,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T03:04:00Z,25215.5215,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T03:19:00Z,25203.982,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T03:33:00Z,25205.0361,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T03:47:00Z,25202.5819,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T04:04:00Z,25213.2417,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T04:20:00Z,25216.0251,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T04:32:00Z,25222.6579,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T04:47:00Z,25212.7991,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T05:03:00Z,25214.2975,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T05:19:00Z,25228.4405,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T05:32:00Z,25244.3697,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T05:47:00Z,25230.9332,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T06:04:00Z,25252.1258,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T06:21:00Z,25238.1218,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T06:32:00Z,25244.0044,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T06:47:00Z,25263.1646,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T07:03:00Z,25252.5402,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T07:17:00Z,25265.1509,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T07:32:00Z,25247.3467,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T07:47:00Z,25283.5653,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T08:04:00Z,25283.4126,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T08:20:00Z,25248.9454,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T08:32:00Z,25234.3215,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T08:47:00Z,25237.2238,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T09:03:00Z,25231.1289,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T09:18:00Z,25244.9019,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T09:32:00Z,25263.916,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T09:47:00Z,25261.07,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T10:04:00Z,25252.2089,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T10:20:00Z,25262.4584,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T10:32:00Z,25250.1439,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T10:47:00Z,25267.5406,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T11:03:00Z,25279.542,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T11:17:00Z,25268.197,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T11:32:00Z,25270.0054,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T11:47:00Z,25285.0638,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T12:04:00Z,25292.1352,price,coindesk,EUR,bitcoin,Euro,&euro;
,,0,2023-09-03T12:23:00Z,25266.0662,price,coindesk,EUR,bitcoin,Euro,&euro;
